"","kingdom_name","phylum_name","class_name","order_name","family_name","genus_name","species_name","kingdom_txid","phylum_txid","class_txid","order_txid","family_txid","genus_txid","species_txid"
"s__Prevotella_stercorea","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella_stercorea","2","976","200643","171549","171552","838","363265"
"s__Enterococcus_casseliflavus","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","s__Enterococcus_casseliflavus","2","1239","91061","186826","81852","1350","37734"
"s__Firmicutes_bacterium_CAG_460","k__Bacteria","p__Firmicutes","c__Firmicutes_unclassified","o__Firmicutes_unclassified","f__Firmicutes_unclassified","g__Firmicutes_unclassified","s__Firmicutes_bacterium_CAG_460","2","1239","","","","","1263024"
"s__Bacteroides_sp_OM08_11","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_sp_OM08_11","2","976","200643","171549","815","816","2292284"
"s__Clostridium_sp_CAG_590","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_590","2","1239","186801","186802","31979","1485","1262825"
"s__Lactococcus_garvieae","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Lactococcus","s__Lactococcus_garvieae","2","1239","91061","186826","1300","1357","1363"
"s__Clostridium_hylemonae","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Lachnoclostridium","s__Clostridium_hylemonae","2","1239","186801","186802","186803","1506553","89153"
"s__Lactobacillus_plantarum","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__Lactobacillus_plantarum","2","1239","91061","186826","33958","1578","1590"
"s__Corynebacterium_accolens","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Corynebacteriales","f__Corynebacteriaceae","g__Corynebacterium","s__Corynebacterium_accolens","2","201174","1760","85007","1653","1716","38284"
"s__Staphylococcus_epidermidis","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Staphylococcaceae","g__Staphylococcus","s__Staphylococcus_epidermidis","2","1239","91061","1385","90964","1279","1282"
"s__Pseudomonas_fragi","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__Pseudomonas_fragi","2","1224","1236","72274","135621","286","296"
"s__Bacteroides_faecis","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_faecis","2","976","200643","171549","815","816","674529"
"s__Butyribacterium_methylotrophicum","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Butyribacterium_methylotrophicum","2","1239","186801","186802","31979","1485","1487"
"s__Eubacterium_sulci","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiales_Family_XIII_Incertae_Sedis","g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified","s__Eubacterium_sulci","2","1239","186801","186802","543314","","143393"
"s__Murimonas_intestini","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Murimonas","s__Murimonas_intestini","2","1239","186801","186802","186803","1774128","1337051"
"s__Bacteroides_pectinophilus","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiales_unclassified","g__Clostridiales_unclassified","s__Bacteroides_pectinophilus","2","1239","186801","186802","","","384638"
"s__Sutterella_sp_CAG_521","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","s__Sutterella_sp_CAG_521","2","1224","28216","80840","995019","40544","1262977"
"s__Lachnoclostridium_sp_An118","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Lachnoclostridium","s__Lachnoclostridium_sp_An118","2","1239","186801","186802","186803","1506553","1965547"
"s__Geobacillus_stearothermophilus","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Geobacillus","s__Geobacillus_stearothermophilus","2","1239","91061","1385","186817","129337","1422"
"s__Ruminococcus_sp_CAG_330","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__Ruminococcus_sp_CAG_330","2","1239","186801","186802","541000","1263","1262954"
"s__Clostridium_sp_CAG_253","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_253","2","1239","186801","186802","31979","1485","1262785"
"s__Lactococcus_phage_Tuc2009","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Lactococcus_phage_Tuc2009","10239","","","28883","10699","","35241"
"s__Streptococcus_phage_TP_J34","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Sfi11virus","s__Streptococcus_phage_TP_J34","10239","","","28883","10699","1623303","73422"
"s__Streptococcus_phage_SW11","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Viruses_unclassified","f__Viruses_unclassified","g__Viruses_unclassified","s__Streptococcus_phage_SW11","10239","","","","","","2419630"
"s__Clostridium_baratii","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_baratii","2","1239","186801","186802","31979","1485","1561"
"s__Enterococcus_faecium","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","s__Enterococcus_faecium","2","1239","91061","186826","81852","1350","1352"
"s__Atopobium_parvulum","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Atopobium","s__Atopobium_parvulum","2","201174","84998","84999","1643824","1380","1382"
"s__Leuconostoc_lactis","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Leuconostocaceae","g__Leuconostoc","s__Leuconostoc_lactis","2","1239","91061","186826","81850","1243","1246"
"s__Atopobium_rimae","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Atopobium","s__Atopobium_rimae","2","201174","84998","84999","1643824","1380","1383"
"s__Streptococcus_lutetiensis","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus_lutetiensis","2","1239","91061","186826","1300","1301","150055"
"s__Clostridium_phage_phiCD6356","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Clostridium_phage_phiCD6356","10239","","","28883","10699","","864178"
"s__Brochothrix_phage_A9","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Myoviridae","g__Myoviridae_unclassified","s__Brochothrix_phage_A9","10239","","","28883","10662","","857312"
"s__Clostridium_virus_phiCD119","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Myoviridae","g__Cd119virus","s__Clostridium_virus_phiCD119","10239","","","28883","10662","1912144","320122"
"s__Clostridium_virus_phiC2","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Myoviridae","g__Cd119virus","s__Clostridium_virus_phiC2","10239","","","28883","10662","1912144","262071"
"s__Clostridium_paraputrificum","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_paraputrificum","2","1239","186801","186802","31979","1485","29363"
"s__Peptoniphilus_coxii","k__Bacteria","p__Firmicutes","c__Tissierellia","o__Tissierellales","f__Peptoniphilaceae","g__Peptoniphilus","s__Peptoniphilus_coxii","2","1239","1737404","1737405","1570339","162289","755172"
"s__Clostridioides_difficile","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__Clostridioides","s__Clostridioides_difficile","2","1239","186801","186802","186804","1870884","1496"
"s__Peptoniphilus_harei","k__Bacteria","p__Firmicutes","c__Tissierellia","o__Tissierellales","f__Peptoniphilaceae","g__Peptoniphilus","s__Peptoniphilus_harei","2","1239","1737404","1737405","1570339","162289","54005"
"s__Enterococcus_gallinarum","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","s__Enterococcus_gallinarum","2","1239","91061","186826","81852","1350","1353"
"s__Granulicatella_adiacens","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Carnobacteriaceae","g__Granulicatella","s__Granulicatella_adiacens","2","1239","91061","186826","186828","117563","46124"
"s__Robinsoniella_sp_RHS","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Robinsoniella","s__Robinsoniella_sp_RHS","2","1239","186801","186802","186803","588605","1504536"
"s__Clostridium_sp_CAG_356","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_356","2","1239","186801","186802","31979","1485","1262800"
"s__Candidatus_Gastranaerophilales_bacterium_HUM_21","k__Bacteria","p__Candidatus_Melainabacteria","c__Candidatus_Melainabacteria_unclassified","o__Candidatus_Gastranaerophilales","f__Candidatus_Gastranaerophilales_unclassified","g__Candidatus_Gastranaerophilales_unclassified","s__Candidatus_Gastranaerophilales_bacterium_HUM_21","2","1798710","","1906119","","","1916319"
"s__Lactococcus_virus_bIL67","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__C2virus","s__Lactococcus_virus_bIL67","10239","","","28883","10699","186532","36343"
"s__Escherichia_virus_P1","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Myoviridae","g__P1virus","s__Escherichia_virus_P1","10239","","","28883","10662","186789","10678"
"s__Clostridium_phage_vB_CpeS_CP51","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Clostridium_phage_vB_CpeS_CP51","10239","","","28883","10699","","1305708"
"s__Coprobacter_secundus","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Barnesiellaceae","g__Coprobacter","s__Coprobacter_secundus","2","976","200643","171549","2005519","1348911","1501392"
"s__Candidatus_Gastranaerophilales_bacterium_HUM_11","k__Bacteria","p__Candidatus_Melainabacteria","c__Candidatus_Melainabacteria_unclassified","o__Candidatus_Gastranaerophilales","f__Candidatus_Gastranaerophilales_unclassified","g__Candidatus_Gastranaerophilales_unclassified","s__Candidatus_Gastranaerophilales_bacterium_HUM_11","2","1798710","","1906119","","","1916216"
"s__Butyricimonas_sp","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Odoribacteraceae","g__Butyricimonas","s__Butyricimonas_sp","2","976","200643","171549","1853231","574697","1969738"
"s__Sutterella_sp_CAG_397","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","s__Sutterella_sp_CAG_397","2","1224","28216","80840","995019","40544","1262976"
"s__Lactococcus_phage_bIL311","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Lactococcus_phage_bIL311","10239","","","28883","10699","","151534"
"s__Streptococcus_phage_MM1","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Streptococcus_phage_MM1","10239","","","28883","10699","","120574"
"s__Lactococcus_phage_bIL286","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Lactococcus_phage_bIL286","10239","","","28883","10699","","151536"
"s__Gordonibacter_sp_An232A","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Eggerthellales","f__Eggerthellaceae","g__Gordonibacter","s__Gordonibacter_sp_An232A","2","201174","84998","1643822","1643826","644652","1965593"
"s__Weissella_cibaria","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Leuconostocaceae","g__Weissella","s__Weissella_cibaria","2","1239","91061","186826","81850","46255","137591"
"s__Bacillus_coagulans","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus_coagulans","2","1239","91061","1385","186817","1386","1398"
"s__Streptococcus_viridans","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus_viridans","2","1239","91061","186826","1300","1301","78535"
"s__Clostridium_sp_CAG_413","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_413","2","1239","186801","186802","31979","1485","1262803"
"s__Mycoplasma_sp_CAG_472","k__Bacteria","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma_sp_CAG_472","2","544448","31969","2085","2092","2093","1262904"
"s__Ruminococcus_sp_CAG_488","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__Ruminococcus_sp_CAG_488","2","1239","186801","186802","541000","1263","1262959"
"s__Clostridium_sp_CAG_609","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_609","2","1239","186801","186802","31979","1485","1262827"
"s__Eubacterium_sp_CAG_841","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Eubacteriaceae","g__Eubacterium","s__Eubacterium_sp_CAG_841","2","1239","186801","186802","186806","1730","1262894"
"s__Coprobacillus_sp_CAG_605","k__Bacteria","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Coprobacillus","s__Coprobacillus_sp_CAG_605","2","1239","526524","526525","128827","100883","1262855"
"s__Ruminococcus_sp_37_24","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__Ruminococcus_sp_37_24","2","1239","186801","186802","541000","1263","1897019"
"s__Firmicutes_bacterium_CAG_272","k__Bacteria","p__Firmicutes","c__Firmicutes_unclassified","o__Firmicutes_unclassified","f__Firmicutes_unclassified","g__Firmicutes_unclassified","s__Firmicutes_bacterium_CAG_272","2","1239","","","","","1263015"
"s__Firmicutes_bacterium_CAG_313","k__Bacteria","p__Firmicutes","c__Firmicutes_unclassified","o__Firmicutes_unclassified","f__Firmicutes_unclassified","g__Firmicutes_unclassified","s__Firmicutes_bacterium_CAG_313","2","1239","","","","","1263017"
"s__Firmicutes_bacterium_CAG_552","k__Bacteria","p__Firmicutes","c__Firmicutes_unclassified","o__Firmicutes_unclassified","f__Firmicutes_unclassified","g__Firmicutes_unclassified","s__Firmicutes_bacterium_CAG_552","2","1239","","","","","1263029"
"s__Ruminococcus_sp_CAG_563","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__Ruminococcus_sp_CAG_563","2","1239","186801","186802","541000","1263","1262961"
"s__Firmicutes_bacterium_CAG_345","k__Bacteria","p__Firmicutes","c__Firmicutes_unclassified","o__Firmicutes_unclassified","f__Firmicutes_unclassified","g__Firmicutes_unclassified","s__Firmicutes_bacterium_CAG_345","2","1239","","","","","1263020"
"s__Clostridium_sp_CAG_575","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_575","2","1239","186801","186802","31979","1485","1262823"
"s__Bifidobacterium_angulatum","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_angulatum","2","201174","1760","85004","31953","1678","1683"
"s__Alistipes_sp_CAG_435","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__Alistipes_sp_CAG_435","2","976","200643","171549","171550","239759","1262695"
"s__Alistipes_sp_CAG_514","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__Alistipes_sp_CAG_514","2","976","200643","171549","171550","239759","1262696"
"s__Eggerthella_sp_CAG_368","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Eggerthellales","f__Eggerthellaceae","g__Eggerthella","s__Eggerthella_sp_CAG_368","2","201174","84998","1643822","1643826","84111","1262877"
"s__Streptococcus_agalactiae","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus_agalactiae","2","1239","91061","186826","1300","1301","1311"
"s__Ruminococcus_sp_CAG_353","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__Ruminococcus_sp_CAG_353","2","1239","186801","186802","541000","1263","1262955"
"s__Parvimonas_micra","k__Bacteria","p__Firmicutes","c__Tissierellia","o__Tissierellales","f__Peptoniphilaceae","g__Parvimonas","s__Parvimonas_micra","2","1239","1737404","1737405","1570339","543311","33033"
"s__Clostridium_sp_CAG_492","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_492","2","1239","186801","186802","31979","1485","1262813"
"s__Escherichia_phage_TL_2011b","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Podoviridae","g__Epsilon15virus","s__Escherichia_phage_TL_2011b","10239","","","28883","10744","542960","1124654"
"s__Eubacterium_sp_OM08_24","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Eubacteriaceae","g__Eubacterium","s__Eubacterium_sp_OM08_24","2","1239","186801","186802","186806","1730","2292352"
"s__Clostridium_sp_CAG_389","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_389","2","1239","186801","186802","31979","1485","1262801"
"s__Clostridium_sp_CAG_417","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_417","2","1239","186801","186802","31979","1485","1262804"
"s__Candidatus_Gastranaerophilales_bacterium_HUM_4","k__Bacteria","p__Candidatus_Melainabacteria","c__Candidatus_Melainabacteria_unclassified","o__Candidatus_Gastranaerophilales","f__Candidatus_Gastranaerophilales_unclassified","g__Candidatus_Gastranaerophilales_unclassified","s__Candidatus_Gastranaerophilales_bacterium_HUM_4","2","1798710","","1906119","","","1916218"
"s__Clostridium_sp_CAG_307","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_307","2","1239","186801","186802","31979","1485","1262795"
"s__Candidatus_Gastranaerophilales_bacterium_HUM_10","k__Bacteria","p__Candidatus_Melainabacteria","c__Candidatus_Melainabacteria_unclassified","o__Candidatus_Gastranaerophilales","f__Candidatus_Gastranaerophilales_unclassified","g__Candidatus_Gastranaerophilales_unclassified","s__Candidatus_Gastranaerophilales_bacterium_HUM_10","2","1798710","","1906119","","","1916229"
"s__Lactobacillus_paragasseri","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__Lactobacillus_paragasseri","2","1239","91061","186826","33958","1578","2107999"
"s__Parascardovia_denticolens","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Parascardovia","s__Parascardovia_denticolens","2","201174","1760","85004","31953","196082","78258"
"s__Sutterella_parvirubra","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","s__Sutterella_parvirubra","2","1224","28216","80840","995019","40544","437898"
"s__Callitrichine_gammaherpesvirus_3","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Herpesvirales","f__Herpesviridae","g__Lymphocryptovirus","s__Callitrichine_gammaherpesvirus_3","10239","","","548681","10292","10375","106331"
"s__Bacteroides_sp_CAG_875","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_sp_CAG_875","2","976","200643","171549","815","816","1262752"
"s__Enterobacter_cloacae_complex","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","s__Enterobacter_cloacae_complex","2","1224","1236","91347","543","547","354276"
"s__Clostridium_sp_CAG_508","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_508","2","1239","186801","186802","31979","1485","1262815"
"s__Eubacterium_sp_CAG_581","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Eubacteriaceae","g__Eubacterium","s__Eubacterium_sp_CAG_581","2","1239","186801","186802","186806","1730","1262890"
"s__Bacteroides_sp_CAG_545","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_sp_CAG_545","2","976","200643","171549","815","816","1262742"
"s__Clostridium_sp_CAG_465","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_465","2","1239","186801","186802","31979","1485","1262811"
"s__Faecalitalea_cylindroides","k__Bacteria","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Faecalitalea","s__Faecalitalea_cylindroides","2","1239","526524","526525","128827","1573534","39483"
"s__Bacteroides_coprophilus","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_coprophilus","2","976","200643","171549","815","816","387090"
"s__Brachyspira_sp_CAG_700","k__Bacteria","p__Spirochaetes","c__Spirochaetia","o__Brachyspirales","f__Brachyspiraceae","g__Brachyspira","s__Brachyspira_sp_CAG_700","2","203691","203692","1643686","143786","29521","1262760"
"s__Firmicutes_bacterium_CAG_238","k__Bacteria","p__Firmicutes","c__Firmicutes_unclassified","o__Firmicutes_unclassified","f__Firmicutes_unclassified","g__Firmicutes_unclassified","s__Firmicutes_bacterium_CAG_238","2","1239","","","","","1263011"
"s__Actinomyces_phage_xhp1","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Actinomyces_phage_xhp1","10239","","","28883","10699","","2099653"
"s__Escherichia_virus_Min27","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Podoviridae","g__Nona33virus","s__Escherichia_virus_Min27","10239","","","28883","10744","1981157","1981162"
"s__Staphylococcus_equorum","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Staphylococcaceae","g__Staphylococcus","s__Staphylococcus_equorum","2","1239","91061","1385","90964","1279","246432"
"s__Lactobacillus_reuteri","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__Lactobacillus_reuteri","2","1239","91061","186826","33958","1578","1598"
"s__Brachyspira_sp_CAG_484","k__Bacteria","p__Spirochaetes","c__Spirochaetia","o__Brachyspirales","f__Brachyspiraceae","g__Brachyspira","s__Brachyspira_sp_CAG_484","2","203691","203692","1643686","143786","29521","1262759"
"s__Azospirillum_sp_47_25","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Azospirillum","s__Azospirillum_sp_47_25","2","1224","28211","204441","41295","191","1896971"
"s__Enorma_massiliensis","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Enorma","s__Enorma_massiliensis","2","201174","84998","84999","84107","1472762","1472761"
"s__Megamonas_funiformis","k__Bacteria","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Megamonas","s__Megamonas_funiformis","2","1239","909932","909929","1843491","158846","437897"
"s__Staphylococcus_phage_PT1028","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Viruses_unclassified","f__Viruses_unclassified","g__Viruses_unclassified","s__Staphylococcus_phage_PT1028","10239","","","","","","320831"
"s__Bacteroides_phage_B40_8","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Bacteroides_phage_B40_8","10239","","","28883","10699","","99179"
"s__Alloscardovia_omnicolens","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Alloscardovia","s__Alloscardovia_omnicolens","2","201174","1760","85004","31953","419014","419015"
"s__Clostridium_sp_CAG_1013","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_1013","2","1239","186801","186802","31979","1485","1262769"
"s__Methanosphaera_sp_SHI1033","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanosphaera","s__Methanosphaera_sp_SHI1033","2157","28890","183925","2158","2159","2316","1945632"
"s__Clostridium_sp_CAG_793","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_793","2","1239","186801","186802","31979","1485","1262840"
"s__Bacteroides_faecichinchillae","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_faecichinchillae","2","976","200643","171549","815","816","871325"
"s__Trueperella_bernardiae","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Trueperella","s__Trueperella_bernardiae","2","201174","1760","2037","2049","1069494","59561"
"s__Victivallales_bacterium_CCUG_44730","k__Bacteria","p__Lentisphaerae","c__Lentisphaeria","o__Victivallales","f__Victivallales_unclassified","g__Victivallales_unclassified","s__Victivallales_bacterium_CCUG_44730","2","256845","1313211","278082","","","2094242"
"s__Clostridium_sp_CAG_594","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_594","2","1239","186801","186802","31979","1485","1262826"
"s__Streptococcus_virus_O1205","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Sfi11virus","s__Streptococcus_virus_O1205","10239","","","28883","10699","1623303","85154"
"s__Firmicutes_bacterium_CAG_882","k__Bacteria","p__Firmicutes","c__Firmicutes_unclassified","o__Firmicutes_unclassified","f__Firmicutes_unclassified","g__Firmicutes_unclassified","s__Firmicutes_bacterium_CAG_882","2","1239","","","","","1262991"
"s__Blastocystis_sp_subtype_1","k__Eukaryota","p__Eukaryota_unclassified","c__Eukaryota_unclassified","o__Eukaryota_unclassified","f__Eukaryota_unclassified","g__Blastocystis","s__Blastocystis_sp_subtype_1","2759","","","","","12967","944036"
